exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
6299;True;AnyaSearch;10239052;10239052.2;27404;27428;54831;(103,277);(494,319);2517.0;1905.385640739161;maze512-1-0.map
6300;True;AnyaSearch;5071933;5071933.2;13444;13498;26941;(479,459);(215,126);2517.0;1909.6234437423948;maze512-1-0.map
6301;True;AnyaSearch;11368149;11368149.3;29960;29999;59958;(275,291);(493,51);2522.0;1894.910452264852;maze512-1-0.map
6302;True;AnyaSearch;7001948;7001948.6;18258;18329;36586;(319,133);(14,219);2523.0;1937.3908202007724;maze512-1-0.map
6303;True;AnyaSearch;8717735;8717735.9;23051;23099;46149;(61,205);(110,505);2523.0;1939.6188721456538;maze512-1-0.map
6304;True;AnyaSearch;8600650;8600650.7;22765;22828;45592;(312,161);(260,19);2522.0;1891.7339427266343;maze512-1-0.map
6305;True;AnyaSearch;6440991;6440991.3;16852;16920;33771;(13,436);(441,289);2521.0;1938.656719370969;maze512-1-0.map
6306;True;AnyaSearch;1599443;1599443.5;4236;4246;8481;(33,37);(182,47);2521.0;1900.6692636725718;maze512-1-0.map
6307;True;AnyaSearch;6919440;6919440.2;18375;18427;36801;(67,465);(381,223);2520.0;1930.5724840164203;maze512-1-0.map
6308;True;AnyaSearch;10170465;10170465.7;27091;27131;54221;(97,199);(183,492);2521.0;1924.759568560777;maze512-1-0.map
6309;True;AnyaSearch;4612209;4612209.8;12452;12490;24941;(173,76);(407,225);2523.0;1902.7785778134225;maze512-1-0.map
6310;True;AnyaSearch;1630076;1630076.0;4487;4498;8984;(467,37);(335,87);2522.0;1895.1806594261473;maze512-1-0.map
6311;True;AnyaSearch;4012718;4012718.5;10852;10906;21757;(497,115);(365,365);2526.0;1897.5613691809244;maze512-1-0.map
6312;True;AnyaSearch;5533498;5533498.3;14614;14664;29277;(481,297);(501,235);2526.0;1910.379992849496;maze512-1-0.map
6313;True;AnyaSearch;2452206;2452206.4;6443;6467;12909;(111,25);(309,257);2526.0;1914.5534860837597;maze512-1-0.map
6314;True;AnyaSearch;11607695;11607695.4;30808;30838;61645;(191,328);(398,103);2524.0;1903.6310852119648;maze512-1-0.map
6315;True;AnyaSearch;6927994;6927994.4;18425;18486;36910;(301,127);(457,269);2526.0;1924.69896031982;maze512-1-0.map
6316;True;AnyaSearch;11630966;11630966.1;30839;30858;61696;(279,379);(89,125);2524.0;1916.944188679721;maze512-1-0.map
6317;True;AnyaSearch;8031211;8031211.3;21139;21191;42329;(222,467);(472,151);2526.0;1907.5870357078782;maze512-1-0.map
6318;True;AnyaSearch;3319657;3319657.1;9077;9122;18198;(250,1);(392,195);2526.0;1893.7566193992773;maze512-1-0.map
6319;True;AnyaSearch;2243180;2243180.7;5894;5940;11833;(483,115);(153,310);2527.0;1900.6213002775282;maze512-1-0.map
6320;True;AnyaSearch;2441195;2441195.4;6549;6573;13121;(477,75);(433,297);2526.0;1905.2239607732022;maze512-1-0.map
6321;True;AnyaSearch;9330319;9330319.5;25018;25062;50079;(389,169);(306,95);2531.0;1888.1435849691084;maze512-1-0.map
6322;True;AnyaSearch;10390478;10390478.8;27463;27512;54974;(318,259);(11,103);2531.0;1900.7687179492282;maze512-1-0.map
6323;True;AnyaSearch;8130826;8130826.0;21341;21406;42746;(405,489);(227,96);2531.0;1935.4302286984177;maze512-1-0.map
6324;True;AnyaSearch;10539263;10539263.8;27861;27916;55776;(151,209);(455,87);2530.0;1907.7419363539427;maze512-1-0.map
6325;True;AnyaSearch;10944956;10944956.7;28728;28778;57505;(151,193);(44,11);2529.0;1926.9753380889167;maze512-1-0.map
